path,label_idx,class_name,split
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175856.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175907.jpg,0,Apple_Bad,val
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175908.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175909.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175910.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175912.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175913.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175917.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175919.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175922.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175926.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175927.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175936.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175940.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175946.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175949.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175955.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175957.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728175958.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180003.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180004.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180006.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180007.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180008.jpg,0,Apple_Bad,test
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180009.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180010.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180011.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180012.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180014.jpg,0,Apple_Bad,train
/content/fruitnet_12class_600/Apple_Bad/Apple_Bad_IMG20200728180015.jpg,0,Apple_Bad,train
